,Unnamed: 0.1,Unnamed: 0,part_id,hh_id,part_age,part_gender,cont_id,cnt_age_est_min,cnt_age_est_max,cnt_gender,phys_contact,duration_multi,hh_size,sday_id,dayofweek,day,month,year,cnt_age_distances,cnt_age_exact,degree
43843,43843,224127,E20_507345,HHE20_507345,16.0,M,E20_507345003,12.0,15.0,F,2.0,3.0,4.0,2021-05-02,0,2,5,21,3.0,14.0,8
43844,43844,224128,E20_507345,HHE20_507345,16.0,M,E20_507345004,15.0,19.0,M,2.0,4.0,4.0,2021-05-02,0,2,5,21,4.0,16.0,8
43845,43845,224129,E20_507345,HHE20_507345,16.0,M,E20_507345005,15.0,19.0,M,2.0,4.0,4.0,2021-05-02,0,2,5,21,4.0,15.0,8
43846,43846,224130,E20_507345,HHE20_507345,16.0,M,E20_507345006,15.0,19.0,F,2.0,4.0,4.0,2021-05-02,0,2,5,21,4.0,18.0,8
43847,43847,224131,E20_507345,HHE20_507345,16.0,M,E20_507345007,15.0,19.0,F,2.0,4.0,4.0,2021-05-02,0,2,5,21,4.0,17.0,8
43848,43848,224132,E20_507345,HHE20_507345,16.0,M,E20_507345008,15.0,19.0,M,2.0,3.0,4.0,2021-05-02,0,2,5,21,4.0,16.0,8
43849,43849,224133,E20_507349,HHE20_507349,1.0,M,E20_507349001,30.0,34.0,F,1.0,5.0,3.0,2021-04-28,3,28,4,21,4.0,33.0,2
43850,43850,224134,E20_507349,HHE20_507349,1.0,M,E20_507349002,25.0,34.0,M,1.0,3.0,3.0,2021-04-28,3,28,4,21,9.0,32.0,2
43851,43851,224135,E20_507353,,,,E20_507353001,20.0,24.0,F,1.0,5.0,,2021-04-28,3,28,4,21,4.0,22.0,2
43852,43852,224136,E20_507353,,,,E20_507353002,55.0,64.0,F,1.0,5.0,,2021-04-28,3,28,4,21,9.0,64.0,2
43853,43853,224137,E20_507354,HHE20_507354,36.0,F,E20_507354001,45.0,54.0,M,1.0,3.0,2.0,2021-05-04,2,4,5,21,9.0,54.0,1
43854,43854,224138,E20_507359,HHE20_507359,12.0,M,,,,,,,4.0,2021-05-02,0,2,5,21,,,0
43855,43855,224139,E20_507360,HHE20_507360,68.0,M,,,,,,,2.0,2021-05-03,1,3,5,21,,,0
43856,43856,224140,E20_507371,HHE20_507371,14.0,M,E20_507371001,45.0,49.0,F,1.0,5.0,3.0,2021-05-04,2,4,5,21,4.0,48.0,7
43857,43857,224141,E20_507371,HHE20_507371,14.0,M,E20_507371002,20.0,24.0,M,1.0,5.0,3.0,2021-05-04,2,4,5,21,4.0,20.0,7
43858,43858,224142,E20_507371,HHE20_507371,14.0,M,E20_507371003,15.0,19.0,F,1.0,4.0,3.0,2021-05-04,2,4,5,21,4.0,15.0,7
43859,43859,224143,E20_507371,HHE20_507371,14.0,M,E20_507371004,45.0,54.0,F,2.0,3.0,3.0,2021-05-04,2,4,5,21,9.0,50.0,7
43860,43860,224144,E20_507371,HHE20_507371,14.0,M,E20_507371005,45.0,54.0,M,2.0,3.0,3.0,2021-05-04,2,4,5,21,9.0,51.0,7
