,part_id,duration_multi,frequency_multi
338,A10_10122,,
339,A10_10122,,
340,A10_10122,,
341,A10_10122,,
342,A10_10122,,
343,A10_10122,,
344,A10_10122,,
345,A10_10122,,
346,A10_10122,,
347,A10_10122,,
348,A10_10122,,
349,A10_10123,5.0,5.0
350,A10_10123,2.0,2.0
351,A10_10125,1.0,5.0
352,A10_10126,5.0,5.0
353,A10_10126,1.0,5.0
354,A10_10126,2.0,5.0
355,A10_10126,1.0,3.0
356,A10_10126,1.0,5.0
357,A10_10126,1.0,5.0
358,A10_10128,2.0,2.0
359,A10_10128,3.0,1.0
360,A10_10129,2.0,3.0
361,A10_10130,5.0,1.0
362,A10_10130,5.0,1.0
363,A10_10130,5.0,1.0
364,A10_10130,2.0,2.0
365,A10_10130,2.0,2.0
366,A10_10130,2.0,1.0
367,A10_10130,2.0,3.0
368,A10_10131,5.0,1.0
369,A10_10134,5.0,1.0
370,A10_10134,,
371,A10_10134,,
372,A10_10134,,
373,A10_10134,,
374,A10_10134,,
375,A10_10134,,
376,A10_10134,,
377,A10_10134,,
378,A10_10134,,
379,A10_10134,,
380,A10_10134,,
381,A10_10134,,
382,A10_10134,,
383,A10_10134,,
384,A10_10134,,
385,A10_10134,,
386,A10_10134,,
387,A10_10134,,
388,A10_10134,,
389,A10_10134,,
390,A10_10134,,
391,A10_10134,,
392,A10_10134,,
393,A10_10134,,
394,A10_10134,,
395,A10_10134,,
396,A10_10134,,
397,A10_10134,,
398,A10_10134,,
399,A10_10134,,
400,A10_10134,,
401,A10_10134,,
402,A10_10134,,
403,A10_10134,,
404,A10_10134,,
405,A10_10134,,
406,A10_10134,,
407,A10_10134,,
408,A10_10134,,
409,A10_10134,,
410,A10_10134,,
411,A10_10134,,
412,A10_10134,,
413,A10_10134,,
414,A10_10134,,
415,A10_10134,,
416,A10_10134,,
417,A10_10134,,
418,A10_10136,5.0,1.0
419,A10_10137,5.0,1.0
420,A10_10137,3.0,2.0
421,A10_10138,5.0,1.0
422,A10_10138,,
423,A10_10138,,
424,A10_10138,,
425,A10_10138,,
426,A10_10138,,
427,A10_10138,,
428,A10_10138,,
429,A10_10138,,
430,A10_10138,,
431,A10_10138,,
432,A10_10138,,
433,A10_10138,,
434,A10_10138,,
435,A10_10138,,
436,A10_10138,,
437,A10_10138,,
438,A10_10138,,
439,A10_10138,,
440,A10_10140,5.0,1.0
441,A10_10141,1.0,5.0
442,A10_10143,5.0,5.0
443,A10_10143,5.0,1.0
444,A10_10143,4.0,2.0
445,A10_10143,4.0,2.0
446,A10_10143,1.0,4.0
447,A10_10143,1.0,5.0
448,A10_10144,2.0,1.0
449,A10_10145,4.0,1.0
450,A10_10145,4.0,3.0
451,A10_10145,4.0,3.0
452,A10_10146,1.0,3.0
453,A10_10146,2.0,5.0
454,A10_10146,1.0,3.0
455,A10_10146,3.0,3.0
456,A10_10146,2.0,2.0
457,A10_10146,,
458,A10_10146,,
459,A10_10146,,
460,A10_10146,,
461,A10_10146,,
462,A10_10146,,
463,A10_10146,,
464,A10_10146,,
465,A10_10146,,
466,A10_10146,,
467,A10_10146,,
468,A10_10146,,
469,A10_10146,,
470,A10_10146,,
471,A10_10146,,
472,A10_10146,,
473,A10_10146,,
474,A10_10146,,
475,A10_10146,,
476,A10_10146,,
477,A10_10146,,
478,A10_10146,,
479,A10_10146,,
480,A10_10146,,
481,A10_10146,,
482,A10_10146,,
483,A10_10146,,
484,A10_10146,,
485,A10_10146,,
486,A10_10146,,
487,A10_10146,,
488,A10_10146,,
489,A10_10146,,
490,A10_10146,,
491,A10_10146,,
492,A10_10146,,
493,A10_10146,,
494,A10_10146,,
495,A10_10146,,
496,A10_10146,,
497,A10_10146,,
498,A10_10146,,
499,A10_10146,,
500,A10_10146,,
501,A10_10146,,
502,A10_10146,,
503,A10_10146,,
504,A10_10146,,
505,A10_10146,,
506,A10_10146,,
507,A10_10146,,
508,A10_10146,,
509,A10_10146,,
510,A10_10146,,
511,A10_10146,,
512,A10_10146,,
513,A10_10146,,
514,A10_10146,,
515,A10_10146,,
516,A10_10146,,
517,A10_10146,,
518,A10_10146,,
519,A10_10146,,
520,A10_10146,,
521,A10_10146,,
522,A10_10146,,
523,A10_10146,,
524,A10_10146,,
525,A10_10146,,
526,A10_10146,,
527,A10_10146,,
528,A10_10146,,
529,A10_10146,,
530,A10_10146,,
531,A10_10146,,
532,A10_10146,,
533,A10_10146,,
534,A10_10146,,
535,A10_10146,,
536,A10_10146,,
537,A10_10146,,
538,A10_10146,,
539,A10_10146,,
540,A10_10146,,
541,A10_10146,,
542,A10_10146,,
543,A10_10146,,
544,A10_10146,,
545,A10_10146,,
546,A10_10146,,
547,A10_10146,,
548,A10_10146,,
549,A10_10146,,
550,A10_10146,,
551,A10_10146,,
552,A10_10146,,
553,A10_10146,,
554,A10_10146,,
555,A10_10146,,
556,A10_10146,,
557,A10_10146,,
558,A10_10146,,
559,A10_10146,,
560,A10_10146,,
561,A10_10146,,
562,A10_10146,,
563,A10_10146,,
564,A10_10146,,
565,A10_10146,,
566,A10_10146,,
567,A10_10146,,
568,A10_10146,,
569,A10_10146,,
570,A10_10146,,
571,A10_10146,,
572,A10_10146,,
573,A10_10146,,
574,A10_10146,,
575,A10_10146,,
576,A10_10146,,
577,A10_10146,,
578,A10_10146,,
579,A10_10146,,
580,A10_10146,,
581,A10_10146,,
582,A10_10146,,
583,A10_10146,,
584,A10_10146,,
585,A10_10146,,
586,A10_10146,,
587,A10_10146,,
588,A10_10146,,
589,A10_10146,,
590,A10_10146,,
591,A10_10146,,
592,A10_10146,,
593,A10_10146,,
594,A10_10146,,
595,A10_10146,,
596,A10_10146,,
597,A10_10146,,
598,A10_10146,,
599,A10_10146,,
600,A10_10146,,
601,A10_10146,,
602,A10_10146,,
603,A10_10146,,
604,A10_10146,,
605,A10_10146,,
606,A10_10146,,
607,A10_10146,,
608,A10_10146,,
609,A10_10146,,
610,A10_10146,,
611,A10_10146,,
612,A10_10146,,
613,A10_10146,,
614,A10_10146,,
615,A10_10146,,
616,A10_10146,,
617,A10_10146,,
618,A10_10146,,
619,A10_10146,,
620,A10_10146,,
621,A10_10146,,
622,A10_10146,,
623,A10_10146,,
624,A10_10146,,
625,A10_10146,,
626,A10_10146,,
627,A10_10146,,
628,A10_10146,,
629,A10_10146,,
630,A10_10146,,
631,A10_10146,,
632,A10_10146,,
633,A10_10146,,
634,A10_10146,,
635,A10_10146,,
636,A10_10146,,
637,A10_10146,,
638,A10_10146,,
639,A10_10146,,
640,A10_10146,,
641,A10_10146,,
642,A10_10146,,
643,A10_10146,,
644,A10_10146,,
645,A10_10146,,
646,A10_10146,,
647,A10_10146,,
648,A10_10146,,
649,A10_10146,,
650,A10_10146,,
651,A10_10146,,
652,A10_10146,,
653,A10_10146,,
654,A10_10146,,
655,A10_10146,,
656,A10_10146,,
657,A10_10146,,
658,A10_10146,,
659,A10_10146,,
660,A10_10146,,
661,A10_10146,,
662,A10_10146,,
663,A10_10146,,
664,A10_10146,,
665,A10_10146,,
666,A10_10146,,
667,A10_10146,,
668,A10_10146,,
669,A10_10146,,
670,A10_10146,,
671,A10_10146,,
672,A10_10146,,
673,A10_10146,,
674,A10_10146,,
675,A10_10146,,
676,A10_10146,,
677,A10_10146,,
678,A10_10146,,
679,A10_10146,,
680,A10_10146,,
681,A10_10146,,
682,A10_10146,,
683,A10_10146,,
684,A10_10146,,
685,A10_10146,,
686,A10_10146,,
687,A10_10146,,
688,A10_10146,,
689,A10_10146,,
690,A10_10146,,
691,A10_10146,,
692,A10_10146,,
693,A10_10146,,
694,A10_10146,,
695,A10_10146,,
696,A10_10146,,
697,A10_10146,,
698,A10_10146,,
699,A10_10146,,
700,A10_10146,,
701,A10_10146,,
702,A10_10146,,
703,A10_10146,,
704,A10_10146,,
705,A10_10146,,
706,A10_10146,,
707,A10_10146,,
708,A10_10146,,
709,A10_10146,,
710,A10_10146,,
711,A10_10146,,
712,A10_10146,,
713,A10_10146,,
714,A10_10146,,
715,A10_10146,,
716,A10_10146,,
717,A10_10146,,
718,A10_10146,,
719,A10_10146,,
720,A10_10146,,
721,A10_10146,,
722,A10_10146,,
723,A10_10146,,
724,A10_10146,,
725,A10_10146,,
726,A10_10146,,
727,A10_10146,,
728,A10_10146,,
729,A10_10146,,
730,A10_10146,,
731,A10_10146,,
732,A10_10146,,
733,A10_10146,,
734,A10_10146,,
735,A10_10146,,
736,A10_10146,,
737,A10_10146,,
738,A10_10146,,
739,A10_10146,,
740,A10_10146,,
741,A10_10146,,
742,A10_10146,,
743,A10_10146,,
744,A10_10146,,
745,A10_10146,,
746,A10_10146,,
747,A10_10146,,
748,A10_10146,,
749,A10_10146,,
750,A10_10146,,
751,A10_10146,,
752,A10_10146,,
753,A10_10146,,
754,A10_10146,,
755,A10_10146,,
756,A10_10146,,
757,A10_10146,,
758,A10_10146,,
759,A10_10146,,
760,A10_10146,,
761,A10_10146,,
762,A10_10148,5.0,1.0
763,A10_10148,4.0,1.0
764,A10_10148,5.0,1.0
765,A10_10149,5.0,1.0
766,A10_10149,5.0,1.0
767,A10_10150,2.0,1.0
768,A10_10151,5.0,1.0
769,A10_10152,5.0,5.0
770,A10_10152,4.0,2.0
771,A10_10152,4.0,2.0
772,A10_10152,3.0,5.0
773,A10_10153,5.0,1.0
774,A10_10157,4.0,1.0
775,A10_10157,5.0,1.0
776,A10_10157,4.0,2.0
777,A10_10157,,
778,A10_10157,,
779,A10_10157,,
780,A10_10157,,
781,A10_10157,,
782,A10_10157,,
783,A10_10157,,
784,A10_10157,,
785,A10_10157,,
786,A10_10157,,
787,A10_10157,,
788,A10_10157,,
789,A10_10157,,
790,A10_10157,,
791,A10_10157,,
792,A10_10157,,
793,A10_10157,,
794,A10_10157,,
795,A10_10157,,
796,A10_10157,,
797,A10_10157,,
798,A10_10157,,
799,A10_10157,,
800,A10_10157,,
801,A10_10157,,
802,A10_10157,,
803,A10_10159,,
804,A10_10159,,
805,A10_10159,,
806,A10_10159,,
807,A10_10159,,
808,A10_10162,5.0,1.0
809,A10_10162,5.0,1.0
810,A10_10162,5.0,1.0
811,A10_10164,5.0,1.0
812,A10_10166,5.0,1.0
813,A10_10167,3.0,1.0
814,A10_10168,5.0,1.0
815,A10_10168,2.0,5.0
816,A10_10170,5.0,1.0
817,A10_10170,1.0,3.0
818,A10_10171,5.0,1.0
819,A10_10173,5.0,5.0
820,A10_10173,3.0,5.0
821,A10_10173,2.0,5.0
822,A10_10173,2.0,5.0
823,A10_10174,5.0,1.0
824,A10_10174,4.0,4.0
825,A10_10174,4.0,1.0
826,A10_10174,4.0,1.0
827,A10_10176,5.0,1.0
828,A10_10176,4.0,3.0
829,A10_10176,4.0,3.0
830,A10_10176,4.0,3.0
831,A10_10179,2.0,2.0
832,A10_10179,2.0,2.0
833,A10_10180,4.0,5.0
834,A10_10180,1.0,5.0
835,A10_10180,4.0,5.0
836,A10_10181,5.0,1.0
837,A10_10182,5.0,1.0
838,A10_10183,5.0,1.0
839,A10_10183,5.0,1.0
840,A10_10183,5.0,4.0
841,A10_10184,5.0,1.0
842,A10_10184,2.0,5.0
843,A10_10188,5.0,1.0
844,A10_10188,4.0,1.0
845,A10_10188,4.0,1.0
846,A10_10189,5.0,1.0
847,A10_10190,5.0,1.0
848,A10_10190,5.0,1.0
849,A10_10190,5.0,1.0
850,A10_10191,4.0,2.0
851,A10_10192,3.0,2.0
852,A10_10192,2.0,1.0
853,A10_10192,3.0,1.0
854,A10_10192,3.0,2.0
855,A10_10193,4.0,2.0
856,A10_10194,5.0,1.0
857,A10_10194,4.0,3.0
858,A10_10194,4.0,3.0
859,A10_10195,5.0,1.0
860,A10_10195,5.0,1.0
861,A10_10197,5.0,1.0
862,A10_10197,5.0,1.0
863,A10_10197,5.0,1.0
864,A10_10198,5.0,1.0
865,A10_10199,4.0,2.0
866,A10_10201,5.0,2.0
867,A10_10201,2.0,2.0
868,A10_10201,4.0,2.0
869,A10_10202,5.0,1.0
870,A10_10204,5.0,1.0
871,A10_10204,5.0,1.0
872,A10_10206,4.0,1.0
873,A10_10207,4.0,1.0
874,A10_10207,5.0,1.0
875,A10_10207,4.0,1.0
876,A10_10207,5.0,1.0
877,A10_10208,5.0,1.0
878,A10_10208,5.0,1.0
879,A10_10208,5.0,1.0
880,A10_10208,5.0,1.0
881,A10_10208,5.0,1.0
882,A10_10209,5.0,1.0
883,A10_10209,2.0,2.0
884,A10_10209,2.0,2.0
885,A10_10211,5.0,1.0
886,A10_10213,5.0,1.0
887,A10_10213,5.0,
888,A10_10214,5.0,2.0
889,A10_10219,5.0,1.0
890,A10_10219,5.0,1.0
891,A10_10219,5.0,1.0
892,A10_10219,3.0,2.0
893,A10_10219,1.0,5.0
894,A10_10219,3.0,5.0
895,A10_10220,5.0,1.0
896,A10_10221,4.0,1.0
897,A10_10221,4.0,1.0
898,A10_10221,5.0,1.0
899,A10_10221,4.0,1.0
900,A10_10221,4.0,1.0
901,A10_10221,4.0,1.0
902,A10_10222,4.0,3.0
903,A10_10222,4.0,3.0
904,A10_10224,2.0,4.0
905,A10_10224,2.0,3.0
906,A10_10225,5.0,1.0
907,A10_10228,1.0,2.0
908,A10_10229,2.0,1.0
909,A10_10230,2.0,1.0
910,A10_10234,5.0,1.0
911,A10_10234,3.0,2.0
912,A10_10234,2.0,3.0
913,A10_10235,5.0,1.0
914,A10_10235,5.0,1.0
915,A10_10235,4.0,3.0
916,A10_10235,,
917,A10_10235,,
918,A10_10235,,
919,A10_10235,,
920,A10_10235,,
921,A10_10235,,
922,A10_10235,,
923,A10_10235,,
924,A10_10235,,
925,A10_10235,,
926,A10_10235,,
927,A10_10235,,
928,A10_10235,,
929,A10_10235,,
930,A10_10235,,
931,A10_10235,,
932,A10_10235,,
933,A10_10236,5.0,1.0
934,A10_10237,5.0,1.0
935,A10_10237,5.0,1.0
936,A10_10238,5.0,4.0
937,A10_10238,4.0,1.0
938,A10_10238,5.0,2.0
939,A10_10238,5.0,4.0
940,A10_10238,5.0,4.0
941,A10_10241,4.0,3.0
942,A10_10242,,
943,A10_10243,5.0,2.0
944,A10_10243,2.0,2.0
945,A10_10245,5.0,2.0
946,A10_10245,4.0,2.0
947,A10_10245,4.0,2.0
948,A10_10246,5.0,1.0
949,A10_10246,5.0,1.0
950,A10_10246,5.0,1.0
951,A10_10246,5.0,1.0
952,A10_10249,5.0,5.0
953,A10_10249,5.0,1.0
954,A10_10249,1.0,5.0
955,A10_10252,2.0,3.0
956,A10_10253,4.0,1.0
957,A10_10253,3.0,1.0
958,A10_10254,5.0,1.0
959,A10_10255,5.0,1.0
960,A10_10255,2.0,2.0
961,A10_10255,5.0,2.0
962,A10_10255,5.0,2.0
963,A10_10255,3.0,1.0
964,A10_10255,5.0,1.0
965,A10_10255,5.0,1.0
966,A10_10255,2.0,2.0
967,A10_10256,5.0,1.0
968,A10_10256,4.0,1.0
969,A10_10260,5.0,1.0
970,A10_10260,5.0,1.0
971,A10_10260,5.0,1.0
972,A10_10262,5.0,1.0
973,A10_10262,4.0,2.0
974,A10_10262,4.0,3.0
975,A10_10262,4.0,5.0
976,A10_10262,4.0,3.0
977,A10_10262,2.0,3.0
978,A10_10262,3.0,3.0
979,A10_10263,5.0,
980,A10_10265,5.0,2.0
981,A10_10265,5.0,1.0
982,A10_10265,5.0,1.0
983,A10_10267,4.0,4.0
984,A10_10268,5.0,1.0
985,A10_10268,4.0,1.0
986,A10_10268,3.0,1.0
987,A10_10268,4.0,1.0
988,A10_10268,2.0,1.0
989,A10_10268,3.0,1.0
990,A10_10268,3.0,1.0
991,A10_10269,5.0,1.0
992,A10_10269,4.0,4.0
993,A10_10269,3.0,4.0
994,A10_10269,3.0,3.0
995,A10_10269,3.0,3.0
996,A10_10269,3.0,3.0
997,A10_10272,4.0,2.0
998,A10_10272,1.0,5.0
999,A10_10273,5.0,1.0
1000,A10_10273,4.0,1.0
1001,A10_10273,4.0,1.0
1002,A10_10273,4.0,1.0
1003,A10_10275,5.0,1.0
1004,A10_10275,5.0,1.0
1005,A10_10275,,
1006,A10_10275,,
1007,A10_10275,,
1008,A10_10275,,
1009,A10_10275,,
1010,A10_10275,,
1011,A10_10276,2.0,4.0
1012,A10_10277,3.0,1.0
1013,A10_10277,4.0,1.0
1014,A10_10277,4.0,1.0
1015,A10_10277,5.0,1.0
1016,A10_10277,5.0,1.0
1017,A10_10279,5.0,1.0
1018,A10_10279,5.0,1.0
1019,A10_10281,2.0,1.0
1020,A10_10281,2.0,2.0
1021,A10_10281,2.0,2.0
1022,A10_10283,5.0,1.0
1023,A10_10283,5.0,1.0
1024,A10_10284,5.0,1.0
1025,A10_10284,5.0,2.0
1026,A10_10284,5.0,2.0
1027,A10_10286,4.0,1.0
1028,A10_10286,4.0,1.0
1029,A10_10286,3.0,1.0
1030,A10_10287,5.0,1.0
1031,A10_10287,4.0,1.0
1032,A10_10287,4.0,3.0
1033,A10_10287,5.0,3.0
1034,A10_10290,4.0,1.0
1035,A10_10290,4.0,1.0
1036,A10_10290,2.0,5.0
1037,A10_10291,5.0,1.0
1038,A10_10293,5.0,1.0
1039,A10_10293,5.0,3.0
1040,A10_10293,5.0,1.0
1041,A10_10293,3.0,2.0
1042,A10_10293,2.0,2.0
1043,A10_10293,3.0,2.0
1044,A10_10294,5.0,1.0
1045,A10_10294,3.0,5.0
1046,A10_10295,5.0,1.0
1047,A10_10295,2.0,5.0
1048,A10_10298,1.0,3.0
1049,A10_10301,5.0,1.0
1050,A10_10301,4.0,1.0
1051,A10_10301,5.0,1.0
1052,A10_10301,1.0,5.0
1053,A10_10301,3.0,2.0
1054,A10_10301,3.0,2.0
1055,A10_10301,3.0,3.0
1056,A10_10301,3.0,3.0
1057,A10_10301,4.0,2.0
1058,A10_10301,,
1059,A10_10301,,
1060,A10_10301,,
1061,A10_10301,,
1062,A10_10301,,
1063,A10_10301,,
1064,A10_10301,,
1065,A10_10301,,
1066,A10_10301,,
1067,A10_10301,,
1068,A10_10301,,
1069,A10_10301,,
1070,A10_10301,,
1071,A10_10301,,
1072,A10_10301,,
1073,A10_10301,,
1074,A10_10301,,
1075,A10_10301,,
1076,A10_10301,,
1077,A10_10301,,
1078,A10_10302,4.0,1.0
1079,A10_10307,5.0,1.0
1080,A10_10307,5.0,1.0
1081,A10_10307,5.0,1.0
1082,A10_10307,5.0,1.0
1083,A10_10307,3.0,1.0
1084,A10_10307,,
1085,A10_10307,,
1086,A10_10307,,
1087,A10_10307,,
1088,A10_10307,,
1089,A10_10307,,
1090,A10_10307,,
1091,A10_10307,,
1092,A10_10307,,
1093,A10_10307,,
1094,A10_10307,,
1095,A10_10307,,
1096,A10_10307,,
1097,A10_10307,,
1098,A10_10307,,
1099,A10_10307,,
1100,A10_10307,,
1101,A10_10307,,
1102,A10_10307,,
1103,A10_10307,,
1104,A10_10307,,
1105,A10_10308,5.0,1.0
1106,A10_10309,5.0,1.0
1107,A10_10310,5.0,1.0
1108,A10_10310,5.0,1.0
1109,A10_10310,2.0,5.0
1110,A10_10310,2.0,5.0
